"ACCOUNTNUMBER","ACCOUNTSOURCE","ACTIVE__C","ANNUALREVENUE","BILLINGCITY","BILLINGADDRESS","YEARSTARTED","WEBSITE","UPSELLOPPORTUNITY__C","TYPE","TRADESTYLE","TICKERSYMBOL","SYSTEMMODSTAMP","SITE","SICDESC","SIC","SHIPPINGSTREET","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGLONGITUDE","SHIPPINGLATITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGCITY","SHIPPINGCOUNTRY","SHIPPINGADDRESS","SEGMENT__C","SLA__C","SLASERIALNUMBER__C","SLAEXPIRATIONDATE__C","RATING","PHOTOURL","PHONE","PARENTID","OWNERSHIP","OWNERID","NUMBEROFLOCATIONS__C","NUMBEROFEMPLOYEES","BILLINGCOUNTRY","BILLINGGEOCODEACCURACY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGPOSTALCODE","BILLINGSTATE","BILLINGSTREET","CLEANSTATUS","CREATEDBYID","CREATEDDATE","CUSTOMERPRIORITY__C","DANDBCOMPANYID","DUNSNUMBER","FAX","DESCRIPTION","ID","INDUSTRY","ISDELETED","JIGSAW","JIGSAWCOMPANYID","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","MASTERRECORDID","NAICSCODE","NAME","NAICSDESC"
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59113","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8SAAV","","","","0052w00000BXXA2AAP","","900","Canada","","","","","OK","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8SAAV","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Norton877 Inc",""
"","Advertisement","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","59120","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL8TAAV","","","","0052w00000BXX9yAAH","","900","USA","","","","","MI","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8TAAV","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Barber878 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59131","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8UAAV","","","","0052w00000BXX9pAAH","","900","Australia","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8UAAV","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hoffman879 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59132","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL8VAAV","","","","0052w00000BXXA2AAP","","900","USA","","","","","WV","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8VAAV","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Wallace880 Inc",""
"","Trade Show","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","59133","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8WAAV","","","","0052w00000BXX9tAAH","","900","USA","","","","","WV","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8WAAV","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hawkins881 Inc",""
"","Public Relations","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18110","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8XAAV","","","","0052w00000BXXA1AAP","","900","Denmark","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8XAAV","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Bush882 Inc",""
"","Word of mouth","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","58130","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8YAAV","","","","0052w00000BXX9vAAH","","900","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8YAAV","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Goodman883 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","58190","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8ZAAV","","","","0052w00000BXX9oAAH","","900","Sweden","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8ZAAV","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Stevenson884 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59111","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL8aAAF","","","","0052w00000BXX9pAAH","","900","Canada","","","","","OK","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8aAAF","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Banks885 Inc",""
"","Web","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59112","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL8bAAF","","","","0052w00000BXX9qAAH","","900","USA","","","","","NV","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8bAAF","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Bailey886 Inc",""
"","Seminar - Internal","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59113","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8cAAF","","","","0052w00000BXX9tAAH","","900","Canada","","","","","OR","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8cAAF","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","McKenzie887 Inc",""
"","Trade Show","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","59120","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL8dAAF","","","","0052w00000BXX9tAAH","","900","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8dAAF","Biotechnology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Alvarez888 Inc",""
"","Web","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59131","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL8eAAF","","","","0052w00000BXX9wAAH","","900","Canada","","","","","IN","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8eAAF","Communications","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Carr889 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59132","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8fAAF","","","","0052w00000BXXA0AAP","","900","India","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8fAAF","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Brock890 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","59133","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8gAAF","","","","0052w00000BXX9qAAH","","900","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8gAAF","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Henderson891 Inc",""
"","Advertisement","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47110","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL8hAAF","","","","0052w00000BXX9uAAH","","900","Canada","","","","","KY","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8hAAF","Healthcare","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Christensen892 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47190","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8iAAF","","","","0052w00000BXX9qAAH","","900","Canada","","","","","ID","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8iAAF","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Bailey893 Inc",""
"","Web","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47250","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8jAAF","","","","0052w00000BXX9mAAH","","900","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8jAAF","Agriculture","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Beck894 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47591","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8kAAF","","","","0052w00000BXX9oAAH","","900","Taiwan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8kAAF","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","King97 Inc",""
"","Partner","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47640","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8lAAF","","","","0052w00000BXX9lAAH","","900","Canada","","","","","NE","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8lAAF","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Chandler98 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47650","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL8mAAF","","","","0052w00000BXX9qAAH","","900","USA","","","","","HI","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8mAAF","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Parks99 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47750","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL8nAAF","","","","0052w00000BXX9rAAH","","900","Australia","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8nAAF","Healthcare","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Floyd100 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47781","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8oAAF","","","","0052w00000BXXA1AAP","","900","Hong Kong","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8oAAF","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Love101 Inc",""
"","Seminar - Internal","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47910","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL8pAAF","","","","0052w00000BXX9zAAH","","900","Canada","","","","","ME","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8pAAF","Agriculture","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Ruiz102 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47110","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL8qAAF","","","","0052w00000BXX9qAAH","","900","Canada","","","","","GA","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8qAAF","Biotechnology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Ortega103 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47190","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8rAAF","","","","0052w00000BXX9rAAH","","900","USA","","","","","MI","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8rAAF","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Moran104 Inc",""
"","Web","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47250","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL8sAAF","","","","0052w00000BXXA2AAP","","900","Sweden","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8sAAF","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Nichols105 Inc",""
"","Trade Show","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47591","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL8tAAF","","","","0052w00000BXX9rAAH","","900","Australia","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8tAAF","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Byrd106 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47640","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8uAAF","","","","0052w00000BXX9mAAH","","900","USA","","","","","MN","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8uAAF","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hines107 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47650","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL8vAAF","","","","0052w00000BXX9oAAH","","900","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8vAAF","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Dixon108 Inc",""
"","Advertisement","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47750","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL8wAAF","","","","0052w00000BXXA1AAP","","900","USA","","","","","ND","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8wAAF","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Warner109 Inc",""
"","Trade Show","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47781","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL8xAAF","","","","0052w00000BXX9pAAH","","900","Normway","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8xAAF","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Medina110 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47910","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL8yAAF","","","","0052w00000BXX9wAAH","","900","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8yAAF","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Cannon111 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47110","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL8zAAF","","","","0052w00000BXX9rAAH","","900","USA","","","","","CO","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL8zAAF","Technology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Schultz112 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47190","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL90AAF","","","","0052w00000BXX9mAAH","","900","Canada","","","","","SD","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL90AAF","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Pittman113 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47250","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL91AAF","","","","0052w00000BXX9zAAH","","900","Canada","","","","","WA","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL91AAF","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Ramsey114 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47591","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL92AAF","","","","0052w00000BXX9tAAH","","900","India","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL92AAF","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Parks115 Inc",""
"","Advertisement","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47640","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL93AAF","","","","0052w00000BXX9tAAH","","900","Mexico","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL93AAF","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Guzman116 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47650","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL94AAF","","","","0052w00000BXX9tAAH","","900","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL94AAF","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Cook117 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47750","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL95AAF","","","","0052w00000BXX9qAAH","","900","Canada","","","","","DE","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL95AAF","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Webster118 Inc",""
"","Seminar - Internal","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47781","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL96AAF","","","","0052w00000BXX9rAAH","","900","Turkey","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL96AAF","Healthcare","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Francis119 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47910","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL97AAF","","","","0052w00000BXXA3AAP","","900","Sweden","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL97AAF","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Jackson120 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47110","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL98AAF","","","","0052w00000BXX9sAAH","","900","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL98AAF","Biotechnology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Malone121 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47190","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL99AAF","","","","0052w00000BXX9mAAH","","900","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL99AAF","Technology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hansen313 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47250","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9AAAV","","","","0052w00000BXX9vAAH","","900","USA","","","","","VT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9AAAV","Utilities","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Cook314 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47591","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9BAAV","","","","0052w00000BXX9wAAH","","900","Russian","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9BAAV","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Malone315 Inc",""
"","Web","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47640","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9CAAV","","","","0052w00000BXX9sAAH","","900","USA","","","","","NY","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9CAAV","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Page316 Inc",""
"","Web","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47650","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9DAAV","","","","0052w00000BXX9pAAH","","900","Taiwan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9DAAV","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Diaz317 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47750","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9EAAV","","","","0052w00000BXX9vAAH","","900","Canada","","","","","AL","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9EAAV","Utilities","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Brewer318 Inc",""
"","Web","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47781","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9FAAV","","","","0052w00000BXX9wAAH","","900","Canada","","","","","MT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9FAAV","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Stewart319 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47910","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9GAAV","","","","0052w00000BXX9pAAH","","900","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9GAAV","Agriculture","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Myers320 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47110","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9HAAV","","","","0052w00000BXX9lAAH","","900","France","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9HAAV","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Tate321 Inc",""
"","Public Relations","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47190","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9IAAV","","","","0052w00000BXX9pAAH","","900","Canada","","","","","ND","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9IAAV","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Fowler322 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47250","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9JAAV","","","","0052w00000BXX9lAAH","","900","USA","","","","","CT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9JAAV","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Marsh323 Inc",""
"","Web","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47591","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9KAAV","","","","0052w00000BXX9oAAH","","900","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9KAAV","Utilities","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Cortez324 Inc",""
"","Trade Show","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47640","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL9LAAV","","","","0052w00000BXX9sAAH","","900","Canada","","","","","NH","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9LAAV","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Dennis325 Inc",""
"","Advertisement","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47650","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9MAAV","","","","0052w00000BXX9qAAH","","900","Canada","","","","","TN","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9MAAV","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Haynes326 Inc",""
"","Trade Show","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47750","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9NAAV","","","","0052w00000BXXA1AAP","","900","Korea","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9NAAV","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Ellis327 Inc",""
