"ACCOUNTID","AMOUNT","CAMPAIGNID","CLOSEDATE","CONTACTID","CREATEDBYID","CREATEDDATE","CURRENTGENERATORS__C","DELIVERYINSTALLATIONSTATUS__C","DESCRIPTION","EXPECTEDREVENUE","FISCAL","FISCALQUARTER","FISCALYEAR","FORECASTCATEGORY","FORECASTCATEGORYNAME","HASOPPORTUNITYLINEITEM","HASOPENACTIVITY","HASOVERDUETASK","ID","ISCLOSED","ISDELETED","ISPRIVATE","ISWON","LASTACTIVITYDATE","LASTAMOUNTCHANGEDHISTORYID","LASTCLOSEDATECHANGEDHISTORYID","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTSTAGECHANGEDATE","LASTVIEWEDDATE","LEADSOURCE","MAINCOMPETITORS__C","NAME","NEXTSTEP","OPPORTUNITY_SOURCE__C","ORDERNUMBER__C","OWNERID","PRICEBOOK2ID","PROBABILITY","PUSHCOUNT","RECORDTYPEID","STAGENAME","SYSTEMMODSTAMP","TOTALOPPORTUNITYQUANTITY","TRACKINGNUMBER__C","TYPE"
"0012w00001Cq79bAAB","2604140.0","","2022-03-06","","0052w00000B4VTyAAN","2021-07-31T00:00:00.000Z","","","","2604140.0","2022 1","1","2022","Closed","Closed","true","false","false","0062w00000GjfOwAAJ","true","false","false","true","","0082w00000rVzQRAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Partner","","Opportunity for Figueroa1695","","BDR","","0052w00000BXXA2AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","4391.0","","New Business"
"0012w00001Cq771AAB","249600.0","","2022-03-12","","0052w00000B4VTyAAN","2022-01-06T00:00:00.000Z","","","","249600.0","2022 1","1","2022","Closed","Closed","true","false","false","0062w00000GjfOzAAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Employee Referral","","Opportunity for Long562","","AE","","0052w00000BXX9vAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","156.0","","New Business / Add-on"
"0012w00001Cq7BxAAJ","2217555.0","","2023-01-21","","0052w00000B4VTyAAN","2022-09-30T00:00:00.000Z","","","","221755.5","2023 1","1","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfP3AAJ","false","false","false","false","2023-01-01","0082w00000rVzNdAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Trade Show","","Opportunity for Reese570","","Marketing","","0052w00000BXX9lAAH","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Prospecting","2023-01-12T23:34:14.000Z","3395.0","","New Business"
"0012w00001Cq72zAAB","1012640.0","","2022-08-20","","0052w00000B4VTyAAN","2022-01-14T00:00:00.000Z","","","","1012640.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfP4AAJ","true","false","false","true","","0082w00000rVzQSAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Public Relations","","Opportunity for Hunt578","","BDR","","0052w00000BXX9zAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","3375.0","","New Business"
"0012w00001Cq7BkAAJ","4090880.0","","2022-10-20","","0052w00000B4VTyAAN","2022-09-04T00:00:00.000Z","","","","4090880.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfP5AAJ","true","false","false","true","","0082w00000rVzNeAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Employee Referral","","Opportunity for Watson580","","AE","","0052w00000BXXA0AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","4917.0","","New Business / Add-on"
"0012w00001Cq792AAB","179700.0","","2023-04-17","","0052w00000B4VTyAAN","2022-09-04T00:00:00.000Z","","","","134775.0","2023 2","2","2023","BestCase","Best Case","true","true","false","0062w00000GjfJhAAJ","false","false","false","false","2023-01-29","0082w00000rVzSHAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Word of mouth","","Opportunity for Walsh1918","","AE","","0052w00000BXX9pAAH","01s2w00000J2EzPAAV","75.0","0","0122w000001Ypd0AAC","Proposal/Price Quote","2023-01-12T23:34:13.000Z","714.0","","New Business / Add-on"
"0012w00001Cq79AAAR","975175.0","","2022-10-14","","0052w00000B4VTyAAN","2022-07-19T00:00:00.000Z","","","","975175.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfJiAAJ","true","false","false","true","","0082w00000rVzOmAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Employee Referral","","Opportunity for Gordon1919","","Marketing","","0052w00000BXX9lAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","2473.0","","New Business"
"0012w00001Cq78iAAB","1535500.0","","2022-11-13","","0052w00000B4VTyAAN","2022-08-13T00:00:00.000Z","","","","0.0","2022 4","4","2022","Omitted","Omitted","true","false","false","0062w00000GjfJjAAJ","true","false","false","false","","0082w00000rVzMlAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Partner","","Opportunity for White1920","","BDR","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:04.000Z","4513.0","","New Business"
"0012w00001Cq6zdAAB","1446250.0","","2021-12-13","","0052w00000B4VTyAAN","2021-07-14T00:00:00.000Z","","","","1446250.0","2021 4","4","2021","Closed","Closed","true","false","false","0062w00000GjfJlAAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Trade Show","","Opportunity for Paul419","","AE","","0052w00000BXX9rAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","1157.0","","New Business / Add-on"
"0012w00001Cq7D1AAJ","830400.0","","2023-03-21","","0052w00000B4VTyAAN","2022-10-14T00:00:00.000Z","","","","83040.0","2023 1","1","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfJnAAJ","false","false","false","false","2023-02-06","","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Seminar - Internal","","Opportunity for Reyes426","","AE","","0052w00000BXXA0AAP","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Qualification","2023-01-12T23:34:13.000Z","519.0","","New Business"
"0012w00001Cq7CvAAJ","3615050.0","","2022-09-28","","0052w00000B4VTyAAN","2022-06-21T00:00:00.000Z","","","","0.0","2022 3","3","2022","Omitted","Omitted","true","false","false","0062w00000GjfJoAAJ","true","false","false","false","","0082w00000rVzOnAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Word of mouth","","Opportunity for Mendoza431","","Marketing","","0052w00000BXXA3AAP","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:03.000Z","3152.0","","New Business"
"0012w00001Cq6zdAAB","2111880.0","","2022-05-04","","0052w00000B4VTyAAN","2022-02-04T00:00:00.000Z","","","","2111880.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfJrAAJ","true","false","false","true","","0082w00000rVzMmAAK","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Word of mouth","","Opportunity for Dawson434","","BDR","","0052w00000BXX9sAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:57.000Z","1791.0","","New Business"
"0012w00001Cq7A1AAJ","2942705.0","","2022-12-25","","0052w00000B4VTyAAN","2022-09-07T00:00:00.000Z","","","","2942705.0","2022 4","4","2022","Closed","Closed","true","true","false","0062w00000GjfJsAAJ","true","false","false","true","2022-12-20","0082w00000rVzMnAAK","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Trade Show","","Opportunity for Ramos435","","Marketing","","0052w00000BXX9rAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:13.000Z","2956.0","","New Business / Add-on"
"0012w00001Cq72zAAB","520500.0","","2021-12-02","","0052w00000B4VTyAAN","2021-10-14T00:00:00.000Z","","","","520500.0","2021 4","4","2021","Closed","Closed","true","false","false","0062w00000GjfJtAAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Seminar - Internal","","Opportunity for Welch436","","AE","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:01.000Z","1041.0","","New Business / Add-on"
"0012w00001Cq79LAAR","2182350.0","","2022-02-02","","0052w00000B4VTyAAN","2021-09-08T00:00:00.000Z","","","","2182350.0","2022 1","1","2022","Closed","Closed","true","false","false","0062w00000GjfJuAAJ","true","false","false","true","","0082w00000rVzMoAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Estrada781","","Alliances","","0052w00000BXX9sAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","6158.0","","New Business"
"0012w00001Cq70FAAR","82925.0","","2022-07-07","","0052w00000B4VTyAAN","2022-01-13T00:00:00.000Z","","","","82925.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfJvAAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Public Relations","","Opportunity for Moody784","","AE","","0052w00000BXXA0AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","406.0","","New Business"
"0012w00001Cq79KAAR","193500.0","","2022-10-30","","0052w00000B4VTyAAN","2022-07-07T00:00:00.000Z","","","","193500.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfJwAAJ","true","false","false","true","","0082w00000rVzOoAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Employee Referral","","Opportunity for Harrison791","","Alliances","","0052w00000BXXA3AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","2810.0","","New Business / Add-on"
"0012w00001Cq71iAAB","1313950.0","","2022-06-19","","0052w00000B4VTyAAN","2022-03-19T00:00:00.000Z","","","","1313950.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfJyAAJ","true","false","false","true","","0082w00000rVzQ9AAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Advertisement","","Opportunity for Phillips797","","Marketing","","0052w00000BXX9uAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","2312.0","","New Business"
"0012w00001Cq7CxAAJ","224800.0","","2023-05-18","","0052w00000B4VTyAAN","2022-11-13T00:00:00.000Z","","","","22480.0","2023 2","2","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfP7AAJ","false","false","false","false","2023-01-06","","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Butler582","","BDR","","0052w00000BXX9nAAH","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Prospecting","2023-01-12T23:34:14.000Z","562.0","","New Business"
"0012w00001Cq7CTAAZ","399300.0","","2022-10-29","","0052w00000B4VTyAAN","2022-05-09T00:00:00.000Z","","","","399300.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfP8AAJ","true","false","false","true","","0082w00000rVzPLAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Public Relations","","Opportunity for Johnston583","","Marketing","","0052w00000BXX9uAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:01.000Z","1974.0","","New Business"
"0012w00001Cq77rAAB","2389600.0","","2022-12-30","","0052w00000B4VTyAAN","2022-11-19T00:00:00.000Z","","","","2389600.0","2022 4","4","2022","Closed","Closed","true","true","false","0062w00000GjfP9AAJ","true","false","false","true","2023-01-02","0082w00000rVzNfAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Employee Referral","","Opportunity for Dunn946","","BDR","","0052w00000BXX9oAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:14.000Z","3065.0","","New Business / Add-on"
"0012w00001Cq7BfAAJ","1574960.0","","2022-12-14","","0052w00000B4VTyAAN","2022-05-13T00:00:00.000Z","","","","1574960.0","2022 4","4","2022","Closed","Closed","true","true","true","0062w00000GjfPAAAZ","true","false","false","true","2023-01-15","","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Advertisement","","Opportunity for Davis947","","Alliances","","0052w00000BXX9pAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:14.000Z","3201.0","","Existing Business"
"0012w00001Cq6ydAAB","3915950.0","","2023-04-19","","0052w00000B4VTyAAN","2022-10-17T00:00:00.000Z","","","","783190.0","2023 2","2","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfPBAAZ","false","false","false","false","2023-02-06","0082w00000rVzPMAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Seminar - Internal","","Opportunity for Stokes949","","BDR","","0052w00000BXXA0AAP","01s2w00000J2EzPAAV","20.0","0","0122w000001Ypd0AAC","Needs Analysis","2023-01-12T23:34:14.000Z","3552.0","","Existing Business"
"0012w00001Cq79nAAB","1379300.0","","2023-01-21","","0052w00000B4VTyAAN","2022-09-01T00:00:00.000Z","","","","689650.0","2023 1","1","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfPCAAZ","false","false","false","false","2023-02-11","0082w00000rVzQTAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Bryant952","","Marketing","","0052w00000BXXA1AAP","01s2w00000J2EzPAAV","50.0","0","0122w000001Ypd0AAC","Value Proposition","2023-01-12T23:34:14.000Z","1510.0","","New Business / Add-on"
"0012w00001Cq770AAB","895135.0","","2023-05-09","","0052w00000B4VTyAAN","2022-10-15T00:00:00.000Z","","","","447567.5","2023 2","2","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfPEAAZ","false","false","false","false","2023-01-02","0082w00000rVzPNAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Employee Referral","","Opportunity for Alexander954","","BDR","","0052w00000BXX9vAAH","01s2w00000J2EzPAAV","50.0","0","0122w000001Ypd0AAC","Value Proposition","2023-01-12T23:34:14.000Z","3594.0","","Existing Business"
"0012w00001Cq79cAAB","2285700.0","","2023-03-30","","0052w00000B4VTyAAN","2022-12-30T00:00:00.000Z","","","","228570.0","2023 1","1","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfPFAAZ","false","false","false","false","2022-12-22","0082w00000rVzRTAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Employee Referral","","Opportunity for Dennis956","","AE","","0052w00000BXX9pAAH","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Qualification","2023-01-12T23:34:14.000Z","2659.0","","New Business"
"0012w00001Cq6zJAAR","488860.0","","2023-04-11","","0052w00000B4VTyAAN","2022-09-07T00:00:00.000Z","","","","439974.0","2023 2","2","2023","Forecast","Commit","true","true","false","0062w00000GjfPGAAZ","false","false","false","false","2023-01-10","0082w00000rVzQUAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Trade Show","","Opportunity for Estrada957","","Marketing","","0052w00000BXX9oAAH","01s2w00000J2EzPAAV","90.0","0","0122w000001Ypd0AAC","Negotiation/Review","2023-01-12T23:34:14.000Z","1029.0","","New Business"
"0012w00001Cq79ZAAR","413100.0","","2023-07-31","","0052w00000B4VTyAAN","2022-12-04T00:00:00.000Z","","","","41310.0","2023 3","3","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfPHAAZ","false","false","false","false","2023-01-25","","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Partner","","Opportunity for Rodriquez958","","AE","","0052w00000BXXA1AAP","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Qualification","2023-01-12T23:34:14.000Z","1836.0","","New Business / Add-on"
"0012w00001Cq7DxAAJ","2632925.0","","2022-09-16","","0052w00000B4VTyAAN","2022-01-21T00:00:00.000Z","","","","2632925.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfPIAAZ","true","false","false","true","","0082w00000rVzRUAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Public Relations","","Opportunity for Jackson959","","AE","","0052w00000BXX9oAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","3139.0","","New Business"
"0012w00001Cq7DyAAJ","412385.0","","2022-10-08","","0052w00000B4VTyAAN","2022-02-24T00:00:00.000Z","","","","412385.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfPJAAZ","true","false","false","true","","0082w00000rVzNgAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Public Relations","","Opportunity for McBride960","","BDR","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","3644.0","","New Business"
"0012w00001Cq7BzAAJ","449700.0","","2023-04-08","","0052w00000B4VTyAAN","2022-09-02T00:00:00.000Z","","","","89940.0","2023 2","2","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfPKAAZ","false","false","false","false","2022-11-26","0082w00000rVzPOAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Employee Referral","","Opportunity for Jimenez961","","Alliances","","0052w00000BXX9lAAH","01s2w00000J2EzPAAV","20.0","0","0122w000001Ypd0AAC","Needs Analysis","2023-01-12T23:34:14.000Z","997.0","","New Business"
"0012w00001Cq71bAAB","39960.0","","2023-04-17","","0052w00000B4VTyAAN","2022-10-29T00:00:00.000Z","","","","35964.0","2023 2","2","2023","Forecast","Commit","true","true","true","0062w00000GjfPLAAZ","false","false","false","false","2022-12-27","","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Advertisement","","Opportunity for Moore962","","AE","","0052w00000BXXA2AAP","01s2w00000J2EzPAAV","90.0","0","0122w000001Ypd0AAC","Negotiation/Review","2023-01-12T23:34:14.000Z","333.0","","New Business"
"0012w00001Cq74YAAR","552000.0","","2023-06-05","","0052w00000B4VTyAAN","2022-11-23T00:00:00.000Z","","","","110400.0","2023 2","2","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfPMAAZ","false","false","false","false","2022-12-26","0082w00000rVzQVAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Web","","Opportunity for Wade966","","Marketing","","0052w00000BXX9wAAH","01s2w00000J2EzPAAV","20.0","0","0122w000001Ypd0AAC","Needs Analysis","2023-01-12T23:34:14.000Z","1104.0","","New Business"
"0012w00001Cq77JAAR","1010900.0","","2022-04-30","","0052w00000B4VTyAAN","2021-10-28T00:00:00.000Z","","","","1010900.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfPNAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Luna1331","","AE","","0052w00000BXX9oAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","919.0","","New Business"
"0012w00001Cq73HAAR","3847700.0","","2023-06-27","","0052w00000B4VTyAAN","2023-01-08T00:00:00.000Z","","","","769540.0","2023 2","2","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfPPAAZ","false","false","false","false","2023-01-30","0082w00000rVzQWAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Trade Show","","Opportunity for Malone1334","","AE","","0052w00000BXX9pAAH","01s2w00000J2EzPAAV","20.0","0","0122w000001Ypd0AAC","Needs Analysis","2023-01-12T23:34:14.000Z","4086.0","","New Business / Add-on"
"0012w00001Cq77jAAB","577250.0","","2023-01-22","","0052w00000B4VTyAAN","2023-01-11T00:00:00.000Z","","","","519525.0","2023 1","1","2023","Forecast","Commit","true","true","true","0062w00000GjfK1AAJ","false","false","false","false","2022-12-03","0082w00000rVzMpAAK","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Seminar - Internal","","Opportunity for Sullivan800","","Marketing","","0052w00000BXX9rAAH","01s2w00000J2EzPAAV","90.0","0","0122w000001Ypd0AAC","Negotiation/Review","2023-01-12T23:34:13.000Z","1512.0","","New Business"
"0012w00001Cq72FAAR","214100.0","","2022-11-23","","0052w00000B4VTyAAN","2022-10-08T00:00:00.000Z","","","","214100.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfK2AAJ","true","false","false","true","","0082w00000rVzRCAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Advertisement","","Opportunity for George802","","Alliances","","0052w00000BXX9zAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","522.0","","Existing Business"
"0012w00001Cq7BZAAZ","786875.0","","2021-12-25","","0052w00000B4VTyAAN","2021-08-28T00:00:00.000Z","","","","786875.0","2021 4","4","2021","Closed","Closed","true","false","false","0062w00000GjfK3AAJ","true","false","false","true","","0082w00000rVzOpAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Seminar - Internal","","Opportunity for Gill1168","","AE","","0052w00000BXX9rAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:03.000Z","1879.0","","New Business"
"0012w00001Cq766AAB","1701600.0","","2022-05-01","","0052w00000B4VTyAAN","2021-12-05T00:00:00.000Z","","","","1701600.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfK4AAJ","true","false","false","true","","0082w00000rVzOqAAK","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Seminar - Internal","","Opportunity for Page1169","","Alliances","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:59.000Z","1978.0","","New Business / Add-on"
"0012w00001Cq78NAAR","71880.0","","2022-04-24","","0052w00000B4VTyAAN","2022-03-17T00:00:00.000Z","","","","71880.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfK5AAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:55.000Z","","","","Trade Show","","Opportunity for Osborne1170","","Marketing","","0052w00000BXX9sAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:55.000Z","599.0","","New Business / Add-on"
"0012w00001Cq72aAAB","2113750.0","","2022-08-17","","0052w00000B4VTyAAN","2022-03-21T00:00:00.000Z","","","","2113750.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfK7AAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Partner","","Opportunity for Knight1172","","BDR","","0052w00000BXX9vAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:59.000Z","1691.0","","New Business"
"0012w00001Cq78lAAB","2016250.0","","2022-10-04","","0052w00000B4VTyAAN","2022-05-29T00:00:00.000Z","","","","2016250.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfKBAAZ","true","false","false","true","","0082w00000rVzRuAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Trade Show","","Opportunity for Abbott1184","","BDR","","0052w00000BXX9pAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","1613.0","","Existing Business"
"0012w00001Cq6ybAAB","3960350.0","","2022-05-10","","0052w00000B4VTyAAN","2022-02-23T00:00:00.000Z","","","","3960350.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfKCAAZ","true","false","false","true","","0082w00000rVzMqAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Web","","Opportunity for Porter1185","","AE","","0052w00000BXX9vAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","3832.0","","New Business"
"0012w00001Cq701AAB","261400.0","","2023-07-27","","0052w00000B4VTyAAN","2023-01-01T00:00:00.000Z","","","","196050.0","2023 3","3","2023","BestCase","Best Case","true","true","true","0062w00000GjfKDAAZ","false","false","false","false","2022-12-27","","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Word of mouth","","Opportunity for Rice1187","","AE","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","75.0","0","0122w000001Ypd0AAC","Proposal/Price Quote","2023-01-12T23:34:13.000Z","1307.0","","New Business"
"0012w00001Cq73TAAR","1163610.0","","2022-04-28","","0052w00000B4VTyAAN","2021-12-18T00:00:00.000Z","","","","1163610.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfKEAAZ","true","false","false","true","","0082w00000rVzMrAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Public Relations","","Opportunity for Waters1188","","Marketing","","0052w00000BXX9vAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","3005.0","","New Business"
"0012w00001Cq71BAAR","2101255.0","","2022-07-20","","0052w00000B4VTyAAN","2021-11-26T00:00:00.000Z","","","","2101255.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfKFAAZ","true","false","false","true","","0082w00000rVzMsAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Vasquez1191","","BDR","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","4856.0","","Existing Business"
"0012w00001Cq72JAAR","3426450.0","","2022-11-02","","0052w00000B4VTyAAN","2022-09-05T00:00:00.000Z","","","","3426450.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfKHAAZ","true","false","false","true","","0082w00000rVzOrAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Bates1547","","AE","","0052w00000BXXA0AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","3665.0","","New Business / Add-on"
"0012w00001Cq7DhAAJ","3526355.0","","2023-05-28","","0052w00000B4VTyAAN","2022-10-22T00:00:00.000Z","","","","352635.5","2023 2","2","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfKIAAZ","false","false","false","false","2022-12-29","0082w00000rVzMtAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Public Relations","","Opportunity for McKinney1548","","AE","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Qualification","2023-01-12T23:34:13.000Z","3494.0","","New Business / Add-on"
